Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Russell Wilson,14.24,21,7,0,0,0,7,Sun,9,10,2022-11-13,33-349,DEN,@,TEN,L 10-17,21,42,21,50.0,286,1,1,,2.4,2.4,70.1,6,38,12.50,6.8,6.21,4.65,13.6,7,256,8,8,0,14.24,14.24,15.2,15.2,7,8,1.1,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-75
Joshua Kelley,14.20,0,10,2,0,0,12,Sun,5,5,2022-10-09,24-323,LAC,@,CLE,W 30-28,0,0,0,,0,0,0,,,,,0,0,,,,,,12,49,82,82,0,14.20,16.20,16.2,15.2,10,49,4.9,1,3,0,0,,0,2,2,33,16.5,0,100.0,16.5,2,0,0,,0,RB,4-112
Baker Mayfield,14.20,14,0,0,0,0,0,Sun,9,9,2022-11-06,27-206,CAR,@,CIN,L 21-42,14,20,6,70.0,155,2,0,,10.0,0.0,126.0,0,0,0.00,7.8,9.75,9.75,11.1,0,155,0,0,0,14.20,14.20,14.2,14.2,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Baker Mayfield,14.20,22,4,0,0,0,4,Thu,13,14,2022-12-08,27-238,LAR,,LVR,W 17-16,22,35,13,62.9,230,1,0,,2.9,0.0,91.4,4,19,10.26,6.6,7.14,5.92,10.5,4,221,10,10,0,14.20,14.20,14.2,14.2,4,10,2.5,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Isaiah McKenzie,14.20,0,1,9,0,0,8,Sun,3,3,2022-09-25,27-169,BUF,@,MIA,L 19-21,0,0,0,,0,0,0,,,,,0,0,,,,,,8,6,82,82,0,14.20,21.20,21.2,17.7,1,6,6.0,0,1,0,0,,0,9,7,76,10.9,1,77.8,8.4,4,0,0,,0,WR,5-172
David Montgomery,14.20,0,12,4,0,0,16,Sun,5,5,2022-10-09,25-124,CHI,@,MIN,L 22-29,0,0,0,,0,0,0,,,,,0,0,,,,,,16,20,82,82,0,14.20,18.20,18.2,16.2,12,20,1.7,1,1,0,0,,0,4,4,62,15.5,0,100.0,15.5,3,0,0,,0,RB,3-73
Isiah Pacheco,14.20,0,14,2,5,0,16,Sun,12,13,2022-12-04,23-277,KAN,@,CIN,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,16,66,82,198,116,14.20,16.20,16.2,15.2,14,66,4.7,1,5,5,116,23.2,0,2,2,16,8.0,0,100.0,8.0,1,0,0,,0,RB,7-251
Kenneth Walker III,14.20,0,23,1,0,0,24,Sun,16,17,2023-01-01,22-073,SEA,,NYJ,W 23-6,0,0,0,,0,0,0,,,,,0,0,,,,,,24,133,142,142,0,14.20,15.20,18.2,14.7,23,133,5.8,0,4,0,0,,0,1,1,9,9.0,0,100.0,9.0,1,0,0,,0,RB,2-41
Andy Dalton,14.14,11,2,0,0,0,2,Sun,14,15,2022-12-18,35-050,NOR,,ATL,W 21-18,11,17,6,64.7,151,2,0,,11.8,0.0,132.2,2,17,10.53,8.9,11.24,9.16,13.7,2,135,1,1,0,14.14,14.14,14.1,14.1,2,1,0.5,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-35
Brandon Aiyuk,14.10,0,0,6,0,0,6,Sun,8,8,2022-10-30,24-227,SFO,@,LAR,W 31-14,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,81,81,0,14.10,20.10,20.1,17.1,0,0,,0,0,0,0,,0,6,6,81,13.5,1,100.0,13.5,3,0,0,,0,WR,1-25
Saquon Barkley,14.10,0,18,5,0,0,23,Sun,12,13,2022-12-04,25-298,NYG,,WAS,T 20-20 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,23,63,81,81,0,14.10,19.10,19.1,16.6,18,63,3.5,1,4,0,0,,0,5,5,18,3.6,0,100.0,3.6,1,0,0,,0,RB,1-2
Ezekiel Elliott,14.10,0,15,5,0,0,18,Sun,13,14,2022-12-11,27-142,DAL,,HOU,W 27-23,0,0,0,,0,0,0,,,,,0,0,,,,,,18,62,81,81,0,14.10,17.10,17.1,15.6,15,62,4.1,1,3,0,0,,0,5,3,19,6.3,0,60.0,3.8,0,0,0,,0,RB,1-4
Travis Kelce,14.10,0,0,7,0,0,6,Sun,9,10,2022-11-13,33-039,KAN,,JAX,W 27-17,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,81,81,0,14.10,20.10,20.1,17.1,0,0,,0,0,0,0,,0,7,6,81,13.5,1,85.7,11.6,5,0,0,,0,TE,3-63
Josh Reynolds,14.10,0,0,8,0,0,7,Sun,4,4,2022-10-02,27-228,DET,,SEA,L 45-48,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,81,81,0,14.10,21.10,21.1,17.6,0,0,,0,0,0,0,,0,8,7,81,11.6,1,87.5,10.1,5,0,0,,0,WR,4-117
Curtis Samuel,14.10,0,1,4,0,0,4,Sun,9,9,2022-11-06,26-087,WAS,,MIN,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,16,81,81,0,14.10,17.10,17.1,15.6,1,16,16.0,0,1,0,0,,0,4,3,65,21.7,1,75.0,16.3,2,0,0,,0,WR,2-40
Jared Goff,14.08,23,0,0,0,0,0,Sun,14,15,2022-12-18,28-065,DET,@,NYJ,W 20-17,23,38,15,60.5,252,1,0,,2.6,0.0,88.9,0,0,0.00,6.6,7.16,7.16,11.0,0,252,0,0,0,14.08,14.08,14.1,14.1,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Mitchell Trubisky,14.06,17,6,0,0,0,6,Sun,14,15,2022-12-18,28-120,PIT,@,CAR,W 24-16,17,22,5,77.3,179,0,0,,0.0,0.0,100.4,1,10,4.35,8.1,8.14,7.35,10.5,6,178,9,9,0,14.06,14.06,14.1,14.1,6,9,1.5,1,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Brandon Aiyuk,14.00,0,0,4,0,0,2,Mon,10,11,2022-11-21,24-249,SFO,@,ARI,W 38-10,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,14.00,16.00,16.0,15.0,0,0,,0,0,0,0,,0,4,2,20,10.0,2,50.0,5.0,2,0,0,,0,WR,1-25
Marquise Brown,14.00,0,0,17,0,0,14,Sun,3,3,2022-09-25,25-113,ARI,,LAR,L 12-20,0,0,0,,0,0,0,,,,,0,0,,,,,,14,0,140,140,0,14.00,28.00,31.0,21.0,0,0,,0,0,0,0,,0,17,14,140,10.0,0,82.4,8.2,7,0,0,,0,WR,1-25
Harrison Butker,14.00,0,0,0,0,0,0,Sun,10,11,2022-11-20,27-129,KAN,@,LAC,W 30-27,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,7-233
Harrison Butker,14.00,0,0,0,0,0,0,Sun,11,12,2022-11-27,27-136,KAN,,LAR,W 26-10,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,7-233
Daniel Carlson,14.00,0,0,0,0,0,0,Sun,4,4,2022-10-02,27-252,LVR,,DEN,W 32-23,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-167
Daniel Carlson,14.00,0,0,0,0,0,0,Sun,10,11,2022-11-20,27-301,LVR,@,DEN,W 22-16 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-167
Mason Crosby,14.00,0,0,0,0,0,0,Sun,15,16,2022-12-25,38-113,GNB,@,MIA,W 26-20,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,15.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-193
Austin Ekeler,14.00,0,5,15,0,0,16,Sun,11,12,2022-11-27,27-194,LAC,@,ARI,W 25-24,0,0,0,,0,0,0,,,,,0,0,,,,,,16,20,80,80,0,14.00,25.00,25.0,19.5,5,20,4.0,0,1,0,0,,0,15,11,60,5.5,1,73.3,4.0,3,0,0,,0,RB,
Nick Folk,14.00,0,0,0,0,0,0,Sun,9,9,2022-11-06,38-001,NWE,,IND,W 26-3,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,17.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-178
Nick Folk,14.00,0,0,0,0,0,0,Thu,11,12,2022-11-24,38-019,NWE,@,MIN,L 26-33,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,15.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-178
Graham Gano,14.00,0,0,0,0,0,0,Mon,3,3,2022-09-26,35-170,NYG,,DAL,L 16-23,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,15.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Younghoe Koo,14.00,0,0,0,0,0,0,Sun,13,13,2022-12-04,28-123,ATL,,PIT,L 16-19,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Younghoe Koo,14.00,0,0,0,0,0,0,Sun,17,18,2023-01-08,28-158,ATL,,TAM,W 30-17,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,15.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Wil Lutz,14.00,0,0,0,0,0,0,Sun,6,6,2022-10-16,28-101,NOR,,CIN,L 26-30,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Jason Myers,14.00,0,0,0,0,0,0,Sun,4,4,2022-10-02,31-143,SEA,@,DET,W 48-45,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Kyle Pitts,14.00,0,0,9,0,0,5,Sun,8,8,2022-10-30,22-024,ATL,,CAR,W 37-34 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,80,80,0,14.00,19.00,19.0,16.5,0,0,,0,0,0,0,,0,9,5,80,16.0,1,55.6,8.9,4,0,0,,0,TE,1-4
Matt Prater,14.00,0,0,0,0,0,0,Sun,15,16,2022-12-25,38-137,ARI,,TAM,L 16-19 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Cairo Santos,14.00,0,0,0,0,0,0,Sun,5,5,2022-10-09,30-331,CHI,@,MIN,L 22-29,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,15.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Ryan Succop,14.00,0,0,0,0,0,0,Sun,6,6,2022-10-16,36-027,TAM,@,PIT,L 18-20,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,14.00,14.00,0.0,14.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,7-256
Colt McCoy,13.92,26,4,0,0,0,4,Sun,10,10,2022-11-13,36-069,ARI,@,LAR,W 27-17,26,37,11,70.3,238,1,0,,2.7,0.0,96.5,2,18,5.13,6.4,6.97,6.15,9.2,4,224,4,4,0,13.92,13.92,13.9,13.9,4,4,1.0,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-85
Jahan Dotson,13.90,0,0,5,0,0,4,Sun,2,2,2022-09-18,22-180,WAS,@,DET,L 27-36,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,59,59,0,13.90,17.90,17.9,15.9,0,0,,0,0,0,0,,0,5,4,59,14.8,1,80.0,11.8,4,0,0,,0,WR,1-16
Kenyan Drake,13.90,0,16,5,0,0,18,Sun,17,18,2023-01-08,28-347,BAL,@,CIN,L 16-27,0,0,0,,0,0,0,,,,,0,0,,,,,,18,60,79,79,0,13.90,15.90,15.9,14.9,16,60,3.8,1,2,0,0,,0,5,2,19,9.5,0,40.0,3.8,1,0,0,,0,RB,3-73
Mecole Hardman,13.90,0,0,9,0,4,6,Sun,8,9,2022-11-06,24-239,KAN,,TEN,W 20-17 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,79,121,42,13.90,19.90,19.9,16.9,0,0,,0,0,0,0,,0,9,6,79,13.2,1,66.7,8.8,3,4,42,10.5,0,WR,2-56
Travis Kelce,13.90,0,1,8,0,0,5,Sun,3,3,2022-09-25,32-355,KAN,@,IND,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,5,1,59,59,0,13.90,17.90,17.9,15.9,1,1,1.0,0,1,0,0,,0,8,4,58,14.5,1,50.0,7.3,3,0,0,,0,TE,3-63
Christian McCaffrey,13.90,0,10,3,0,0,13,Sun,17,18,2023-01-08,26-215,SFO,,ARI,W 38-13,0,0,0,,0,0,0,,,,,0,0,,,,,,13,45,79,79,0,13.90,16.90,16.9,15.4,10,45,4.5,0,3,0,0,,0,3,3,34,11.3,1,100.0,11.3,2,0,0,,0,RB,1-8
Kenny Pickett,13.90,13,3,0,0,0,3,Sun,17,18,2023-01-08,24-216,PIT,,CLE,W 28-14,13,29,16,44.8,195,1,0,,3.4,0.0,79.0,1,6,3.33,6.7,7.41,6.97,15.0,3,190,1,-1,0,13.90,13.90,13.9,13.9,3,1,0.3,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-20
Dameon Pierce,13.90,0,27,0,0,0,27,Thu,8,9,2022-11-03,22-257,HOU,,PHI,L 17-29,0,0,0,,0,0,0,,,,,0,0,,,,,,27,139,139,139,0,13.90,13.90,16.9,13.9,27,139,5.1,0,8,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,4-107
Jared Goff,13.88,25,2,0,0,0,2,Sun,3,3,2022-09-25,27-346,DET,@,MIN,L 24-28,25,41,16,61.0,277,1,1,,2.4,2.4,79.0,0,0,0.00,6.8,6.15,6.15,11.1,2,285,8,8,0,13.88,13.88,14.9,14.9,2,8,4.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Jimmy Garoppolo,13.86,16,1,0,0,0,1,Mon,4,4,2022-10-03,30-335,SFO,,LAR,W 24-9,16,27,11,59.3,239,1,0,,3.7,0.0,100.7,0,0,0.00,8.9,9.59,9.59,14.9,1,242,3,3,0,13.86,13.86,13.9,13.9,1,3,3.0,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-62
Marcus Mariota,13.86,15,6,0,0,0,6,Sun,12,12,2022-11-27,29-028,ATL,@,WAS,L 13-19,15,25,10,60.0,174,1,1,,4.0,4.0,77.7,1,9,3.85,7.0,5.96,5.38,11.6,6,214,49,49,0,13.86,13.86,14.9,14.9,6,49,8.2,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-2
Davis Mills,13.84,26,0,0,0,0,0,Sun,4,4,2022-10-02,23-346,HOU,,LAC,L 24-34,26,35,9,74.3,246,2,2,,5.7,5.7,88.5,4,31,10.26,7.0,5.60,4.23,9.5,0,215,0,0,0,13.84,13.84,15.8,15.8,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-67
Russell Wilson,13.82,15,4,0,0,0,4,Mon,6,6,2022-10-17,33-322,DEN,@,LAC,L 16-19 (OT),15,28,13,53.6,188,1,0,,3.6,0.0,86.6,4,28,12.50,6.7,7.43,5.63,12.5,4,183,23,23,0,13.82,13.82,13.8,13.8,4,23,5.8,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-75
Marquise Brown,13.80,0,0,10,0,0,8,Sun,5,5,2022-10-09,25-127,ARI,,PHI,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,78,78,0,13.80,21.80,21.8,17.8,0,0,,0,0,0,0,,0,10,8,78,9.8,1,80.0,7.8,5,0,0,,0,WR,1-25
Derek Carr,13.80,22,0,0,0,0,0,Sun,1,1,2022-09-11,31-167,LVR,@,LAC,L 19-24,22,37,15,59.5,295,2,3,,5.4,8.1,69.1,5,29,11.90,8.0,5.41,4.07,13.4,0,266,0,0,0,13.80,13.80,16.8,16.8,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-36
Breece Hall,13.80,0,17,6,0,0,19,Sun,4,4,2022-10-02,21-124,NYJ,@,PIT,W 24-20,0,0,0,,0,0,0,,,,,0,0,,,,,,19,66,78,78,0,13.80,15.80,15.8,14.8,17,66,3.9,1,5,0,0,,0,6,2,12,6.0,0,33.3,2.0,0,0,0,,0,RB,2-36
Derrick Henry ,13.80,0,30,3,0,0,33,Sun,6,7,2022-10-23,28-292,TEN,,IND,W 19-10,0,0,0,,0,0,0,,,,,0,0,,,,,,33,128,138,138,0,13.80,16.80,19.8,15.3,30,128,4.3,0,7,0,0,,0,3,3,10,3.3,0,100.0,3.3,0,0,0,,0,RB,2-45
Ty Johnson,13.80,0,5,2,0,0,6,Sun,11,12,2022-11-27,25-071,NYJ,,CHI,W 31-10,0,0,0,,0,0,0,,,,,0,0,,,,,,6,62,78,78,0,13.80,14.80,14.8,14.3,5,62,12.4,1,2,0,0,,0,2,1,16,16.0,0,50.0,8.0,1,0,0,,0,RB,6-186
CeeDee Lamb,13.80,0,1,7,0,0,6,Sun,8,8,2022-10-30,23-205,DAL,,CHI,W 49-29,0,0,0,,0,0,0,,,,,0,0,,,,,,6,1,78,78,0,13.80,18.80,18.8,16.3,1,1,1.0,0,0,0,0,,0,7,5,77,15.4,1,71.4,11.0,4,0,0,,0,WR,1-17
Trey McBride,13.80,0,0,10,0,0,7,Sun,16,17,2023-01-01,23-040,ARI,@,ATL,L 19-20,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,78,78,0,13.80,20.80,20.8,17.3,0,0,,0,0,0,0,,0,10,7,78,11.1,1,70.0,7.8,5,0,0,,0,TE,2-55
James Robinson,13.80,0,23,2,0,0,25,Sun,2,2,2022-09-18,24-040,JAX,,IND,W 24-0,0,0,0,,0,0,0,,,,,0,0,,,,,,25,64,78,78,0,13.80,15.80,15.8,14.8,23,64,2.8,1,5,0,0,,0,2,2,14,7.0,0,100.0,7.0,1,0,0,,0,RB,
Miles Sanders,13.80,0,9,0,0,0,9,Sun,7,8,2022-10-30,25-182,PHI,,PIT,W 35-13,0,0,0,,0,0,0,,,,,0,0,,,,,,9,78,78,78,0,13.80,13.80,13.8,13.8,9,78,8.7,1,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,2-53
Tua Tagovailoa,13.80,18,0,0,0,0,0,Sun,12,13,2022-12-04,24-277,MIA,@,SFO,L 17-33,18,33,15,54.5,295,2,2,,6.1,6.1,79.7,3,20,8.33,8.9,7.42,6.25,16.4,0,275,0,0,0,13.80,13.80,16.8,15.8,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-5
Russell Wilson,13.78,18,4,0,0,0,4,Sun,8,8,2022-10-30,33-335,DEN,@,JAX,W 21-17,18,30,12,60.0,252,1,1,,3.3,3.3,84.3,3,22,9.09,8.4,7.57,6.21,14.0,4,247,17,17,0,13.78,13.78,14.8,14.8,4,17,4.3,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,3-75
Jarrett Stidham,13.76,22,7,0,0,0,7,Sat,17,18,2023-01-07,26-152,LVR,,KAN,L 13-31,22,36,14,61.1,219,1,1,,2.8,2.8,76.0,6,39,14.29,6.1,5.39,3.69,10.0,7,230,50,50,0,13.76,13.76,15.8,14.8,7,50,7.1,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-133
Andy Dalton,13.74,20,1,0,0,0,1,Sun,4,4,2022-10-02,34-338,NOR,,MIN,L 25-28,20,28,8,71.4,236,1,0,,3.6,0.0,108.6,2,9,6.67,8.4,9.14,8.23,11.8,1,230,3,3,0,13.74,13.74,14.7,13.7,1,3,3.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-35
Daniel Jones,13.74,20,9,0,0,0,9,Mon,3,3,2022-09-26,25-122,NYG,,DAL,L 16-23,20,37,17,54.1,196,0,1,,0.0,2.7,57.9,5,27,11.90,5.3,4.08,2.95,9.8,9,248,79,79,0,13.74,13.74,14.7,14.7,9,79,8.8,0,7,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-6
Tom Brady,13.72,25,1,0,0,0,1,Sun,6,6,2022-10-16,45-074,TAM,@,PIT,L 18-20,25,40,15,62.5,243,1,0,,2.5,0.0,87.8,2,14,4.76,6.1,6.58,5.93,9.7,1,229,0,0,0,13.72,13.72,13.7,13.7,1,0,0.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,6-199
Stefon Diggs,13.70,0,0,15,0,0,8,Thu,11,12,2022-11-24,28-360,BUF,@,DET,W 28-25,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,77,77,0,13.70,21.70,21.7,17.7,0,0,,0,0,0,0,,0,15,8,77,9.6,1,53.3,5.1,6,0,0,,0,WR,5-146
Leonard Fournette,13.70,0,21,2,0,0,23,Sun,1,1,2022-09-11,27-236,TAM,@,DAL,W 19-3,0,0,0,,0,0,0,,,,,0,0,,,,,,23,127,137,137,0,13.70,15.70,18.7,14.7,21,127,6.0,0,6,0,0,,0,2,2,10,5.0,0,100.0,5.0,0,0,0,,0,RB,1-4
Antonio Gibson ,13.70,0,10,4,3,0,13,Sun,7,7,2022-10-23,24-122,WAS,,GNB,W 23-21,0,0,0,,0,0,0,,,,,0,0,,,,,,13,59,77,155,78,13.70,16.70,16.7,15.2,10,59,5.9,0,3,3,78,26.0,0,4,3,18,6.0,1,75.0,4.5,1,0,0,,0,RB,3-66
Antonio Gibson ,13.70,0,7,7,2,0,14,Sun,8,8,2022-10-30,24-129,WAS,@,IND,W 17-16,0,0,0,,0,0,0,,,,,0,0,,,,,,14,19,77,118,41,13.70,20.70,20.7,17.2,7,19,2.7,0,1,2,41,20.5,0,7,7,58,8.3,1,100.0,8.3,5,0,0,,0,RB,3-66
Zay Jones,13.70,0,0,12,0,0,8,Sun,13,14,2022-12-11,27-256,JAX,@,TEN,W 36-22,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,77,77,0,13.70,21.70,21.7,17.7,0,0,,0,0,0,0,,0,12,8,77,9.6,1,66.7,6.4,5,0,0,,0,WR,2-37
Zonovan Knight,13.70,0,17,2,0,0,19,Sun,13,14,2022-12-11,21-244,NYJ,@,BUF,L 12-20,0,0,0,,0,0,0,,,,,0,0,,,,,,19,71,77,77,0,13.70,15.70,15.7,14.7,17,71,4.2,1,6,0,0,,0,2,2,6,3.0,0,100.0,3.0,0,0,0,,0,RB,
Isaiah Likely,13.70,0,0,7,0,0,6,Thu,8,8,2022-10-27,22-192,BAL,@,TAM,W 27-22,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,77,77,0,13.70,19.70,19.7,16.7,0,0,,0,0,0,0,,0,7,6,77,12.8,1,85.7,11.0,5,0,0,,0,TE,4-139
Marlon Mack,13.70,0,3,3,0,0,5,Sun,13,14,2022-12-11,26-279,DEN,,KAN,L 28-34,0,0,0,,0,0,0,,,,,0,0,,,,,,5,15,77,77,0,13.70,15.70,15.7,14.7,3,15,5.0,0,0,0,0,,0,3,2,62,31.0,1,66.7,20.7,1,0,0,,0,RB,4-143
Christian McCaffrey,13.70,0,14,6,0,0,18,Sun,9,10,2022-11-13,26-159,SFO,,LAC,W 22-16,0,0,0,,0,0,0,,,,,0,0,,,,,,18,38,77,77,0,13.70,17.70,17.7,15.7,14,38,2.7,1,3,0,0,,0,6,4,39,9.8,0,66.7,6.5,2,0,0,,0,RB,1-8
Terry McLaurin,13.70,0,0,5,0,0,4,Sat,15,16,2022-12-24,27-100,WAS,@,SFO,L 20-37,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,77,77,0,13.70,17.70,17.7,15.7,0,0,,0,0,0,0,,0,5,4,77,19.3,1,80.0,15.4,4,0,0,,0,WR,3-76
Jaylen Waddle,13.70,0,1,5,0,0,5,Sun,1,1,2022-09-11,23-290,MIA,,NWE,W 20-7,0,0,0,,0,0,0,,,,,0,0,,,,,,5,8,77,77,0,13.70,17.70,17.7,15.7,1,8,8.0,0,0,0,0,,0,5,4,69,17.3,1,80.0,13.8,3,0,0,,0,WR,1-6
Aaron Rodgers,13.68,18,3,0,0,0,3,Sun,13,13,2022-12-04,39-002,GNB,@,CHI,W 28-19,18,31,13,58.1,182,1,0,,3.2,0.0,85.7,0,0,0.00,5.9,6.52,6.52,10.1,3,186,4,4,0,13.68,13.68,13.7,13.7,3,4,1.3,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-24
Taylor Heinicke,13.66,15,4,0,0,0,4,Sun,9,9,2022-11-06,29-236,WAS,,MIN,L 17-20,15,28,13,53.6,149,2,1,,7.1,3.6,77.8,3,23,9.68,5.3,5.14,3.90,9.9,4,143,17,17,0,13.66,13.66,14.7,14.7,4,17,4.3,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,
Dak Prescott,13.66,24,6,0,0,0,6,Sun,13,14,2022-12-11,29-135,DAL,,HOU,W 27-23,24,39,15,61.5,284,1,2,,2.6,5.1,70.9,1,7,2.50,7.3,5.49,5.18,11.8,6,300,23,23,0,13.66,13.66,15.7,15.7,6,23,3.8,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-135
Justin Fields,13.64,8,11,0,0,0,11,Sun,1,1,2022-09-11,23-190,CHI,,SFO,W 19-10,8,17,9,47.1,121,2,1,,11.8,5.9,85.7,2,16,10.53,7.1,6.82,5.26,15.1,11,133,28,28,0,13.64,13.64,14.6,14.6,11,28,2.5,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-11
Aaron Rodgers,13.64,23,4,0,0,0,4,Sun,9,9,2022-11-06,38-339,GNB,@,DET,L 9-15,23,43,20,53.5,291,1,3,,2.3,7.0,53.5,1,8,2.27,6.8,4.09,3.82,12.7,4,323,40,40,0,13.64,13.64,16.6,16.6,4,40,10.0,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-24
